Stock/Currency,timestamp,open,high,low,close
jpy,2013-10-07,97.29,97.31,96.59,96.69
jpy,2013-10-04,97.23,97.47,96.95,97.43
jpy,2013-10-03,97.35,97.85,96.93,97.21
jpy,2013-10-02,97.99,98.07,97.15,97.38
jpy,2013-10-01,98.24,98.69,97.67,98.03
jpy,2013-09-30,97.78,98.45,97.51,98.23
jpy,2013-09-27,98.95,99.03,98.08,98.24
jpy,2013-09-26,98.45,99.11,98.25,98.97
jpy,2013-09-25,98.72,98.79,98.39,98.42
jpy,2013-09-24,98.83,99.15,98.47,98.72
jpy,2013-09-23,99.27,99.35,98.67,98.77
jpy,2013-09-20,99.4,99.65,99.16,99.3
jpy,2013-09-19,98.17,99.57,98.0,99.4
jpy,2013-09-18,99.13,99.32,97.79,98.13
jpy,2013-09-17,99.06,99.37,99.01,99.12
jpy,2013-09-16,98.82,99.17,98.64,99.08
jpy,2013-09-13,99.49,99.97,99.19,99.36
jpy,2013-09-12,99.84,99.98,99.04,99.49
jpy,2013-09-11,100.38,100.59,99.8,99.97
jpy,2013-09-10,99.61,100.44,99.48,100.38
jpy,2013-09-09,99.77,100.09,99.34,99.61
jpy,2013-09-06,100.16,100.21,98.58,99.08
jpy,2013-09-05,99.73,100.19,99.57,100.16
jpy,2013-09-04,99.56,99.81,99.32,99.75
jpy,2013-09-03,99.36,99.84,99.2,99.55
jpy,2013-09-02,98.34,99.41,98.27,99.36
jpy,2013-08-30,98.33,98.46,97.9,98.17
jpy,2013-08-29,97.71,98.49,97.46,98.33
jpy,2013-08-28,97.04,97.8,96.85,97.71
jpy,2013-08-27,98.46,98.53,96.98,97.01
jpy,2013-08-26,98.61,98.83,98.27,98.44
jpy,2013-08-23,98.72,99.13,98.41,98.71
jpy,2013-08-22,97.72,98.79,97.69,98.76
jpy,2013-08-21,97.3,97.95,97.09,97.69
jpy,2013-08-20,97.62,97.84,96.9,97.3
jpy,2013-08-19,97.61,98.11,97.36,97.62
jpy,2013-08-16,97.28,97.76,97.07,97.53
jpy,2013-08-15,98.01,98.59,97.15,97.25
jpy,2013-08-14,98.24,98.41,97.87,98.01
jpy,2013-08-13,97.07,98.34,97.05,98.23
jpy,2013-08-12,96.29,97.12,95.94,97.08
jpy,2013-08-09,96.6,96.94,96.16,96.18
jpy,2013-08-08,96.37,96.92,95.82,96.61
jpy,2013-08-07,97.76,97.78,96.32,96.33
jpy,2013-08-06,98.26,98.57,97.55,97.76
jpy,2013-08-05,98.97,99.13,98.19,98.25
jpy,2013-08-02,99.5,99.85,98.68,98.9
jpy,2013-08-01,97.81,99.56,97.66,99.5
jpy,2013-07-31,98.04,98.49,97.59,97.79
jpy,2013-07-30,97.92,98.44,97.77,98.04
jpy,2013-07-29,98.29,98.29,97.64,97.92
jpy,2013-07-26,99.27,99.37,97.95,98.2
jpy,2013-07-25,100.27,100.43,98.92,99.25
jpy,2013-07-24,99.47,100.43,99.38,100.25
jpy,2013-07-23,99.61,100.16,99.18,99.47
jpy,2013-07-22,100.39,100.62,99.28,99.61
jpy,2013-07-19,100.5,100.86,99.86,100.35
jpy,2013-07-18,99.58,100.64,99.47,100.5
jpy,2013-07-17,99.14,99.9,99.07,99.57
jpy,2013-07-16,99.91,100.06,98.92,99.15
jpy,2013-07-15,99.29,100.46,99.12,99.93
jpy,2013-07-12,99.0,99.68,98.71,99.21
jpy,2013-07-11,99.5,99.62,98.29,98.99
jpy,2013-07-10,101.1,101.19,99.48,99.52
jpy,2013-07-09,101.13,101.28,100.86,101.07
jpy,2013-07-08,101.28,101.37,100.95,101.34
jpy,2013-07-05,100.1,101.22,99.87,101.17
jpy,2013-07-04,99.96,100.16,99.48,100.11
jpy,2013-07-03,100.63,100.85,99.25,99.96
jpy,2013-07-02,99.61,100.72,99.49,100.62
jpy,2013-07-01,99.22,99.84,99.17,99.62
jpy,2013-06-28,98.41,99.45,98.35,99.12
jpy,2013-06-27,97.78,98.57,97.55,98.43
jpy,2013-06-26,97.96,98.23,97.23,97.76
jpy,2013-06-25,97.72,98.05,96.96,97.94
jpy,2013-06-24,97.97,98.69,97.22,97.71
jpy,2013-06-21,97.32,98.13,96.85,97.8
jpy,2013-06-20,96.33,98.28,96.2,97.32
jpy,2013-06-19,95.39,97.02,94.82,96.3
jpy,2013-06-18,94.66,95.76,94.43,95.38
jpy,2013-06-17,94.18,95.21,94.15,94.67
jpy,2013-06-14,95.6,95.72,93.92,94.06
jpy,2013-06-13,95.85,95.95,93.78,95.61
jpy,2013-06-12,96.04,97.02,95.13,95.86
jpy,2013-06-11,96.85,97.29,95.58,96.04
jpy,2013-06-10,97.76,99.28,97.69,98.72
jpy,2013-06-07,97.42,97.78,94.99,97.55
jpy,2013-06-06,99.14,99.46,95.92,97.43
jpy,2013-06-05,100.03,100.45,98.94,99.14
jpy,2013-06-04,99.45,100.41,99.32,100.03
jpy,2013-06-03,100.56,100.9,98.85,99.44
jpy,2013-05-31,100.75,101.28,100.22,100.47
jpy,2013-05-30,101.13,101.8,100.46,100.77
jpy,2013-05-29,102.28,102.52,100.7,101.13
jpy,2013-05-28,101.06,102.5,101.03,102.26
jpy,2013-05-27,101.23,101.24,101.09,101.15
jpy,2013-05-24,101.98,102.59,100.66,101.12
jpy,2013-05-23,103.11,103.57,100.82,101.99
jpy,2013-05-22,102.51,103.73,102.33,103.11
jpy,2013-05-21,102.26,102.88,102.06,102.5
jpy,2013-05-20,102.59,102.91,102.15,102.25
jpy,2013-05-17,102.22,103.3,102.05,103.13
jpy,2013-05-16,102.25,102.68,101.82,102.22
jpy,2013-05-15,102.28,102.76,101.85,102.25
jpy,2013-05-14,101.76,102.43,101.25,102.27
jpy,2013-05-13,101.77,102.15,101.5,101.76
jpy,2013-05-10,100.61,101.98,100.51,101.59
jpy,2013-05-09,98.93,100.78,98.62,100.63
jpy,2013-05-08,98.97,99.14,98.56,98.93
jpy,2013-05-07,99.33,99.43,98.82,98.96
jpy,2013-05-06,99.13,99.45,99.02,99.33
jpy,2013-05-03,97.91,99.26,97.86,99.0
jpy,2013-05-02,97.27,98.39,97.06,97.92
jpy,2013-05-01,97.39,97.67,97.02,97.29
jpy,2013-04-30,97.82,98.12,96.99,97.37
jpy,2013-04-29,97.94,98.2,97.32,97.82
jpy,2013-04-26,99.32,99.41,97.54,98.04
jpy,2013-04-25,99.52,99.56,98.98,99.32
jpy,2013-04-24,99.39,99.75,99.18,99.52
jpy,2013-04-23,99.29,99.52,98.46,99.37
jpy,2013-04-22,99.81,99.88,98.98,99.3
jpy,2013-04-19,98.21,99.68,98.1,99.51
jpy,2013-04-18,98.26,98.52,97.61,98.2
jpy,2013-04-17,97.74,98.43,97.2,98.26
jpy,2013-04-16,96.59,98.15,96.51,97.75
jpy,2013-04-15,98.34,98.71,95.93,96.59
jpy,2013-04-12,99.76,99.78,98.1,98.35
jpy,2013-04-11,99.79,99.94,99.1,99.77
jpy,2013-04-10,99.16,99.87,98.89,99.79
jpy,2013-04-09,99.47,99.66,98.59,99.15
jpy,2013-04-08,98.26,99.5,98.06,99.47
jpy,2013-04-05,96.34,97.82,95.78,97.51
jpy,2013-04-04,93.08,96.41,92.7,96.35
jpy,2013-04-03,93.36,93.69,92.69,93.06
jpy,2013-04-02,93.19,93.56,92.54,93.36
jpy,2013-04-01,94.26,94.37,93.03,93.18
jpy,2013-03-29,94.21,94.29,93.95,94.2
jpy,2013-03-28,94.37,94.43,93.85,94.19
jpy,2013-03-27,94.53,94.9,94.02,94.37
jpy,2013-03-26,94.16,94.62,93.85,94.51
jpy,2013-03-25,94.5,94.96,93.52,94.17
jpy,2013-03-22,95.0,95.13,94.18,94.45
jpy,2013-03-21,96.0,96.1,94.54,95.04
jpy,2013-03-20,95.12,96.13,94.81,96.02
jpy,2013-03-19,95.27,95.75,94.28,95.09
jpy,2013-03-18,94.93,95.59,94.28,95.25
jpy,2013-03-15,96.11,96.27,95.07,95.29
jpy,2013-03-14,96.07,96.59,95.66,96.09
jpy,2013-03-13,95.99,96.26,95.43,96.07
jpy,2013-03-12,96.32,96.71,95.62,95.96
jpy,2013-03-11,95.97,96.36,95.93,96.32
jpy,2013-03-08,94.81,96.54,94.74,96.01
jpy,2013-03-07,94.06,95.09,93.77,94.81
jpy,2013-03-06,93.28,94.11,92.98,94.06
jpy,2013-03-05,93.47,93.54,92.89,93.28
jpy,2013-03-04,93.62,93.72,93.15,93.45
jpy,2013-03-01,92.55,93.68,92.41,93.57
jpy,2013-02-28,92.21,92.84,91.99,92.56
jpy,2013-02-27,91.97,92.44,91.12,92.21
jpy,2013-02-26,91.8,92.75,91.12,91.97
jpy,2013-02-25,94.5,94.61,90.88,91.83
jpy,2013-02-22,93.08,93.51,92.91,93.39
jpy,2013-02-21,93.55,93.86,92.76,93.11
jpy,2013-02-20,93.55,94.04,93.11,93.56
jpy,2013-02-19,93.93,93.96,93.26,93.56
jpy,2013-02-18,93.67,94.21,93.65,93.96
jpy,2013-02-15,92.86,93.84,92.2,93.49
jpy,2013-02-14,93.38,93.71,92.66,92.84
jpy,2013-02-13,93.46,93.78,92.8,93.43
jpy,2013-02-12,94.31,94.4,92.93,93.46
jpy,2013-02-11,92.72,94.46,92.34,94.31
jpy,2013-02-08,93.61,93.73,92.15,92.69
jpy,2013-02-07,93.61,93.91,93.06,93.62
jpy,2013-02-06,93.61,94.05,93.25,93.62
jpy,2013-02-05,92.37,93.65,91.97,93.64
jpy,2013-02-04,92.76,93.18,92.18,92.37
jpy,2013-02-01,91.69,92.96,91.58,92.83
jpy,2013-01-31,91.06,91.77,90.73,91.72
jpy,2013-01-30,90.7,91.4,90.62,91.08
jpy,2013-01-29,90.83,91.01,90.3,90.72
jpy,2013-01-28,91.02,91.25,90.54,90.8
jpy,2013-01-25,90.31,91.19,90.26,90.82
jpy,2013-01-24,88.61,90.55,88.41,90.32
jpy,2013-01-23,88.7,88.79,88.03,88.61
jpy,2013-01-22,89.58,90.11,88.35,88.69
jpy,2013-01-21,90.09,90.25,89.32,89.63
jpy,2013-01-18,89.85,90.2,89.62,90.08
jpy,2013-01-17,88.37,90.13,88.12,89.85
jpy,2013-01-16,88.75,88.87,87.78,88.37
jpy,2013-01-15,89.46,89.63,88.28,88.76
jpy,2013-01-14,89.28,89.66,89.06,89.47
jpy,2013-01-11,88.77,89.45,88.64,89.17
jpy,2013-01-10,88.12,88.78,87.85,88.74
jpy,2013-01-09,87.04,88.01,86.81,87.87
jpy,2013-01-08,87.78,87.82,86.88,87.03
jpy,2013-01-07,88.07,88.37,87.6,87.78
jpy,2013-01-04,87.22,88.41,87.19,88.14
jpy,2013-01-03,87.33,87.36,86.74,87.22
jpy,2013-01-02,86.67,87.34,86.51,87.33
jpy,2013-01-01,86.73,86.85,86.49,86.66
jpy,2012-12-31,85.8,86.78,85.64,86.72
jpy,2012-12-28,86.09,86.64,85.93,85.97
jpy,2012-12-27,85.6,86.15,85.44,86.09
jpy,2012-12-26,84.75,85.72,84.71,85.61
jpy,2012-12-25,84.91,84.95,84.57,84.81
jpy,2012-12-24,84.36,84.93,84.29,84.93
jpy,2012-12-21,84.36,84.44,83.83,84.22
jpy,2012-12-20,84.39,84.45,83.84,84.38
jpy,2012-12-19,84.19,84.61,84.1,84.36
jpy,2012-12-18,83.87,84.26,83.79,84.19
jpy,2012-12-17,84.32,84.33,83.59,83.85
jpy,2012-12-14,83.64,83.96,83.3,83.5
jpy,2012-12-13,83.25,83.67,83.1,83.64
jpy,2012-12-12,82.51,83.29,82.45,83.27
jpy,2012-12-11,82.36,82.57,82.27,82.49
jpy,2012-12-10,82.51,82.64,82.09,82.36
jpy,2012-12-07,82.37,82.83,82.17,82.49
jpy,2012-12-06,82.46,82.62,82.18,82.39
jpy,2012-12-05,81.89,82.48,81.78,82.46
jpy,2012-12-04,82.23,82.27,81.68,81.89
jpy,2012-12-03,82.35,82.5,81.97,82.24
jpy,2012-11-30,82.11,82.75,82.04,82.45
jpy,2012-11-29,82.06,82.21,81.9,82.11
jpy,2012-11-28,82.14,82.21,81.66,82.07
jpy,2012-11-27,82.05,82.31,81.82,82.14
jpy,2012-11-26,82.33,82.62,81.91,82.05
jpy,2012-11-23,82.44,82.51,82.04,82.38
jpy,2012-11-22,82.51,82.84,82.24,82.47
jpy,2012-11-21,81.67,82.55,81.61,82.53
jpy,2012-11-20,81.4,81.76,81.11,81.66
jpy,2012-11-19,81.36,81.59,81.06,81.4
jpy,2012-11-16,81.15,81.44,80.87,81.31
jpy,2012-11-15,80.23,81.46,80.09,81.15
jpy,2012-11-14,79.37,80.31,79.36,80.23
jpy,2012-11-13,79.48,79.64,79.19,79.37
jpy,2012-11-12,79.48,79.56,79.33,79.48
jpy,2012-11-09,79.47,79.61,79.06,79.46
jpy,2012-11-08,79.92,80.0,79.3,79.46
jpy,2012-11-07,80.35,80.41,79.77,79.99
jpy,2012-11-06,80.27,80.44,79.94,80.34
jpy,2012-11-05,80.43,80.56,80.14,80.29
jpy,2012-11-02,80.15,80.67,80.09,80.44
jpy,2012-11-01,79.79,80.2,79.75,80.14
jpy,2012-10-31,79.59,79.96,79.48,79.79
jpy,2012-10-30,79.79,80.12,79.26,79.59
jpy,2012-10-29,79.61,79.84,79.5,79.79
jpy,2012-10-26,80.35,80.38,79.48,79.58
jpy,2012-10-25,79.79,80.36,79.76,80.35
jpy,2012-10-24,79.85,79.92,79.67,79.79
jpy,2012-10-23,79.93,80.0,79.69,79.87
jpy,2012-10-22,79.27,79.96,79.19,79.92
jpy,2012-10-19,79.29,79.43,79.1,79.33
jpy,2012-10-18,79.04,79.46,78.97,79.29
jpy,2012-10-17,78.86,79.05,78.59,79.02
jpy,2012-10-16,78.68,78.96,78.65,78.87
jpy,2012-10-15,78.42,78.86,78.31,78.7
jpy,2012-10-12,78.39,78.53,78.26,78.39
jpy,2012-10-11,78.15,78.58,77.92,78.4
jpy,2012-10-10,78.25,78.37,78.09,78.16
jpy,2012-10-09,78.3,78.43,78.12,78.26
jpy,2012-10-08,78.64,78.76,78.06,78.31
jpy,2012-10-05,78.49,78.87,78.26,78.65
jpy,2012-10-04,78.48,78.72,78.28,78.49
jpy,2012-10-03,78.17,78.58,78.1,78.48
jpy,2012-10-02,78.0,78.21,77.95,78.17
jpy,2012-10-01,77.92,78.15,77.76,77.99
jpy,2012-09-28,77.62,78.11,77.4,77.96
jpy,2012-09-27,77.73,77.75,77.54,77.62
jpy,2012-09-26,77.79,77.9,77.55,77.73
jpy,2012-09-25,77.84,77.93,77.64,77.79
jpy,2012-09-24,78.12,78.16,77.78,77.85
jpy,2012-09-21,78.24,78.37,78.07,78.11
jpy,2012-09-20,78.36,78.46,78.0,78.23
jpy,2012-09-19,78.77,79.22,78.22,78.34
jpy,2012-09-18,78.71,78.87,78.47,78.78
jpy,2012-09-17,78.35,78.93,78.14,78.71
jpy,2012-09-14,77.48,78.39,77.43,78.23
jpy,2012-09-13,77.82,77.88,77.12,77.47
jpy,2012-09-12,77.8,77.96,77.71,77.84
jpy,2012-09-11,78.26,78.27,77.68,77.79
jpy,2012-09-10,78.22,78.33,78.15,78.26
jpy,2012-09-07,78.85,79.02,77.99,78.18
jpy,2012-09-06,78.39,79.03,78.34,78.83
jpy,2012-09-05,78.43,78.53,78.28,78.39
jpy,2012-09-04,78.28,78.47,78.24,78.38
jpy,2012-09-03,78.33,78.4,78.18,78.29
jpy,2012-08-31,78.62,78.64,78.19,78.37
jpy,2012-08-30,78.68,78.75,78.46,78.6
jpy,2012-08-29,78.54,78.79,78.46,78.69
jpy,2012-08-28,78.76,78.77,78.42,78.52
jpy,2012-08-27,78.66,78.84,78.6,78.73
jpy,2012-08-24,78.52,78.72,78.43,78.63
jpy,2012-08-23,78.54,78.69,78.34,78.54
jpy,2012-08-22,79.27,79.37,78.31,78.56
jpy,2012-08-21,79.47,79.52,79.19,79.28
jpy,2012-08-20,79.55,79.66,79.3,79.46
jpy,2012-08-17,79.33,79.57,79.2,79.5
jpy,2012-08-16,78.99,79.4,78.92,79.33
jpy,2012-08-15,78.72,79.05,78.57,78.95
jpy,2012-08-14,78.32,78.93,78.28,78.72
jpy,2012-08-13,78.29,78.38,78.14,78.32
jpy,2012-08-10,78.56,78.64,78.14,78.27
jpy,2012-08-09,78.43,78.79,78.27,78.58
jpy,2012-08-08,78.58,78.66,78.21,78.42
jpy,2012-08-07,78.26,78.74,78.12,78.58
jpy,2012-08-06,78.6,78.64,78.12,78.21
jpy,2012-08-03,78.24,78.77,78.04,78.45
jpy,2012-08-02,78.42,78.54,78.12,78.24
jpy,2012-08-01,78.12,78.5,77.9,78.42
jpy,2012-07-31,78.16,78.3,78.02,78.11
jpy,2012-07-30,78.48,78.54,78.1,78.16
jpy,2012-07-27,78.21,78.68,78.05,78.46
jpy,2012-07-26,78.13,78.32,77.99,78.2
jpy,2012-07-25,78.16,78.28,78.03,78.15
jpy,2012-07-24,78.32,78.37,78.08,78.16
jpy,2012-07-23,78.45,78.53,77.93,78.31
jpy,2012-07-20,78.63,78.8,78.41,78.48
jpy,2012-07-19,78.79,78.82,78.42,78.63
jpy,2012-07-18,79.05,79.15,78.71,78.79
jpy,2012-07-17,78.87,79.17,78.76,79.06
jpy,2012-07-16,79.22,79.23,78.66,78.86
jpy,2012-07-13,79.28,79.39,79.07,79.25
jpy,2012-07-12,79.72,79.95,79.16,79.27
jpy,2012-07-11,79.4,79.79,79.11,79.72
jpy,2012-07-10,79.56,79.59,79.18,79.38
jpy,2012-07-09,79.66,79.77,79.41,79.55
jpy,2012-07-06,79.9,80.02,79.48,79.65
jpy,2012-07-05,79.86,80.09,79.53,79.91
jpy,2012-07-04,79.84,79.89,79.57,79.86
jpy,2012-07-03,79.52,79.93,79.38,79.8
jpy,2012-07-02,79.91,79.97,79.29,79.52
jpy,2012-06-29,79.42,79.99,79.12,79.78
jpy,2012-06-28,79.68,79.75,79.19,79.42
jpy,2012-06-27,79.49,79.87,79.33,79.68
jpy,2012-06-26,79.64,79.79,79.22,79.48
jpy,2012-06-25,80.47,80.62,79.42,79.61
jpy,2012-06-22,80.21,80.57,80.0,80.41
jpy,2012-06-21,79.47,80.33,79.37,80.19
jpy,2012-06-20,79.07,79.7,78.76,79.47
jpy,2012-06-19,79.09,79.11,78.83,78.97
jpy,2012-06-18,78.92,79.3,78.85,79.09
jpy,2012-06-15,79.4,79.51,78.59,78.69
jpy,2012-06-14,79.43,79.47,79.14,79.38
jpy,2012-06-13,79.58,79.74,79.26,79.41
jpy,2012-06-12,79.38,79.69,79.15,79.56
jpy,2012-06-11,79.48,79.72,79.33,79.39
jpy,2012-06-08,79.66,79.75,79.09,79.47
jpy,2012-06-07,79.25,79.79,79.18,79.64
jpy,2012-06-06,78.74,79.28,78.6,79.24
jpy,2012-06-05,78.34,78.88,78.09,78.75
jpy,2012-06-04,78.1,78.41,77.94,78.33
jpy,2012-06-01,78.5,78.7,77.64,77.95
jpy,2012-05-31,79.11,79.13,78.19,78.36
jpy,2012-05-30,79.53,79.57,78.85,79.11
jpy,2012-05-29,79.47,79.64,79.35,79.53
jpy,2012-05-28,79.65,79.69,79.3,79.47
jpy,2012-05-25,79.58,79.82,79.47,79.67
jpy,2012-05-24,79.46,79.63,79.31,79.57
jpy,2012-05-23,79.97,80.07,79.2,79.44
jpy,2012-05-22,79.29,80.15,79.23,79.98
jpy,2012-05-21,79.2,79.45,79.06,79.29
jpy,2012-05-18,79.33,79.46,78.93,79.01
jpy,2012-05-17,80.32,80.39,79.11,79.3
jpy,2012-05-16,80.21,80.55,80.16,80.32
jpy,2012-05-15,79.85,80.33,79.78,80.22
jpy,2012-05-14,79.92,80.18,79.66,79.84
jpy,2012-05-11,79.89,79.99,79.72,79.91
jpy,2012-05-10,79.63,80.02,79.58,79.88
jpy,2012-05-09,79.88,79.94,79.42,79.64
jpy,2012-05-08,79.9,80.08,79.69,79.88
jpy,2012-05-07,79.76,79.99,79.63,79.89
jpy,2012-05-04,80.19,80.38,79.77,79.83
jpy,2012-05-03,80.11,80.55,80.09,80.19
jpy,2012-05-02,80.09,80.61,80.04,80.12
jpy,2012-05-01,79.82,80.3,79.62,80.08
jpy,2012-04-30,80.32,80.39,79.71,79.82
jpy,2012-04-27,80.98,81.44,80.17,80.24
jpy,2012-04-26,81.31,81.42,80.64,80.97
jpy,2012-04-25,81.3,81.7,81.05,81.31
jpy,2012-04-24,81.15,81.39,80.82,81.32
jpy,2012-04-23,81.57,81.66,80.93,81.16
jpy,2012-04-20,81.57,81.78,81.45,81.49
jpy,2012-04-19,81.27,81.73,81.16,81.59
jpy,2012-04-18,80.87,81.56,80.84,81.28
jpy,2012-04-17,80.43,80.93,80.32,80.87
jpy,2012-04-16,80.91,81.0,80.29,80.42
jpy,2012-04-13,80.86,81.19,80.81,80.91
jpy,2012-04-12,80.86,81.13,80.72,80.87
jpy,2012-04-11,80.71,81.11,80.56,80.86
jpy,2012-04-10,81.55,81.86,80.6,80.73
jpy,2012-04-09,81.54,81.67,81.18,81.53
jpy,2012-04-06,82.35,82.55,81.31,81.62
jpy,2012-04-05,82.42,82.47,81.8,82.35
jpy,2012-04-04,82.81,82.93,82.08,82.42
jpy,2012-04-03,82.09,82.99,81.54,82.79
jpy,2012-04-02,82.96,83.3,81.87,82.08
jpy,2012-03-30,82.4,82.88,81.82,82.84
jpy,2012-03-29,82.88,82.97,81.89,82.38
jpy,2012-03-28,83.18,83.19,82.59,82.88
jpy,2012-03-27,82.86,83.38,82.62,83.19
jpy,2012-03-26,82.44,83.0,82.41,82.85
jpy,2012-03-23,82.55,82.95,81.96,82.33
jpy,2012-03-22,83.39,83.47,82.31,82.56
jpy,2012-03-21,83.72,84.09,83.28,83.37
jpy,2012-03-20,83.38,83.83,83.3,83.72
jpy,2012-03-19,83.37,83.56,83.0,83.39
jpy,2012-03-16,83.53,83.94,83.18,83.43
jpy,2012-03-15,83.68,84.18,83.19,83.54
jpy,2012-03-14,82.88,83.83,82.84,83.68
jpy,2012-03-13,82.27,83.08,81.95,82.87
jpy,2012-03-12,82.51,82.52,82.07,82.31
jpy,2012-03-09,81.54,82.64,81.46,82.46
jpy,2012-03-08,81.07,81.73,81.04,81.56
jpy,2012-03-07,80.88,81.22,80.57,81.08
jpy,2012-03-06,81.54,81.58,80.57,80.87
jpy,2012-03-05,81.76,81.86,81.13,81.54
jpy,2012-03-02,81.09,81.87,81.04,81.79
jpy,2012-03-01,81.13,81.32,80.82,81.1
jpy,2012-02-29,80.45,81.31,80.22,81.14
jpy,2012-02-28,80.59,80.78,80.01,80.44
jpy,2012-02-27,81.25,81.66,80.12,80.61
jpy,2012-02-24,79.98,81.21,79.89,81.2
jpy,2012-02-23,80.28,80.35,79.84,79.99
jpy,2012-02-22,79.73,80.4,79.63,80.26
jpy,2012-02-21,79.6,79.85,79.53,79.73
jpy,2012-02-20,79.59,79.89,79.35,79.62
jpy,2012-02-17,78.92,79.61,78.77,79.57
jpy,2012-02-16,78.42,78.96,78.33,78.93
jpy,2012-02-15,78.42,78.66,78.17,78.43
jpy,2012-02-14,77.57,78.54,77.35,78.42
jpy,2012-02-13,77.49,77.78,77.36,77.56
jpy,2012-02-10,77.65,77.81,77.51,77.59
jpy,2012-02-09,77.03,77.72,76.98,77.65
jpy,2012-02-08,76.75,77.19,76.7,77.03
jpy,2012-02-07,76.54,76.96,76.49,76.74
jpy,2012-02-06,76.59,76.8,76.46,76.54
jpy,2012-02-03,76.2,76.74,76.11,76.6
jpy,2012-02-02,76.18,76.24,76.04,76.21
jpy,2012-02-01,76.17,76.35,76.01,76.21
jpy,2012-01-31,76.34,76.42,76.14,76.26
jpy,2012-01-30,76.65,76.78,76.2,76.33
jpy,2012-01-27,77.43,77.48,76.62,76.69
jpy,2012-01-26,77.77,77.81,77.29,77.45
jpy,2012-01-25,77.66,78.28,77.55,77.77
jpy,2012-01-24,77.01,77.85,76.92,77.67
jpy,2012-01-23,76.94,77.08,76.84,77.01
jpy,2012-01-20,77.09,77.3,76.9,77.01
jpy,2012-01-19,76.82,77.32,76.67,77.1
jpy,2012-01-18,76.82,76.87,76.61,76.81
jpy,2012-01-17,76.76,76.88,76.53,76.82
jpy,2012-01-16,77.06,77.06,76.65,76.77
jpy,2012-01-13,76.79,77.0,76.64,76.95
jpy,2012-01-12,76.83,76.98,76.65,76.76
jpy,2012-01-11,76.83,77.04,76.78,76.86
jpy,2012-01-10,76.81,76.91,76.73,76.84
jpy,2012-01-09,76.89,77.0,76.74,76.83
jpy,2012-01-06,77.11,77.33,76.93,76.96
jpy,2012-01-05,76.69,77.24,76.65,77.1
jpy,2012-01-04,76.72,76.83,76.59,76.68
jpy,2012-01-03,76.88,76.96,76.59,76.73
jpy,2012-01-02,76.95,77.09,76.83,76.88
jpy,2011-12-30,77.62,77.74,76.85,76.86
jpy,2011-12-29,77.92,77.98,77.55,77.63
jpy,2011-12-28,77.86,78.04,77.54,77.94
jpy,2011-12-27,77.98,78.02,77.77,77.88
jpy,2011-12-26,78.06,78.11,77.82,77.95
jpy,2011-12-23,78.16,78.22,77.97,78.05
jpy,2011-12-22,78.04,78.2,77.97,78.17
jpy,2011-12-21,77.88,78.11,77.66,78.05
jpy,2011-12-20,78.04,78.06,77.68,77.89
jpy,2011-12-19,77.77,78.17,77.7,78.04
jpy,2011-12-16,77.84,77.97,77.58,77.79
jpy,2011-12-15,78.06,78.14,77.69,77.86
jpy,2011-12-14,77.97,78.15,77.87,78.01
jpy,2011-12-13,77.9,78.02,77.62,77.99
jpy,2011-12-12,77.67,78.0,77.52,77.89
jpy,2011-12-09,77.61,77.78,77.46,77.61
jpy,2011-12-08,77.66,77.79,77.12,77.62
jpy,2011-12-07,77.72,77.79,77.6,77.68
jpy,2011-12-06,77.79,77.85,77.61,77.72
jpy,2011-12-05,78.01,78.11,77.66,77.82
jpy,2011-12-02,77.68,78.08,77.64,77.99
jpy,2011-12-01,77.57,77.81,77.47,77.69
jpy,2011-11-30,77.92,78.16,77.28,77.61
jpy,2011-11-29,77.98,78.28,77.6,77.92
jpy,2011-11-28,77.56,78.24,77.42,77.98
jpy,2011-11-25,77.09,77.79,77.03,77.71
jpy,2011-11-24,77.29,77.33,76.98,77.11
jpy,2011-11-23,76.97,77.58,76.89,77.3
jpy,2011-11-22,76.87,77.32,76.81,76.97
jpy,2011-11-21,76.85,76.99,76.72,76.86
jpy,2011-11-18,76.98,77.03,76.54,76.9
jpy,2011-11-17,77.04,77.09,76.87,76.96
jpy,2011-11-16,77.03,77.15,76.83,77.05
jpy,2011-11-15,77.07,77.33,76.88,77.02
jpy,2011-11-14,77.25,77.26,76.79,77.06
jpy,2011-11-11,77.64,77.68,77.03,77.11
jpy,2011-11-10,77.8,77.87,77.5,77.63
jpy,2011-11-09,77.7,77.88,77.51,77.81
jpy,2011-11-08,78.06,78.09,77.58,77.72
jpy,2011-11-07,78.17,78.18,77.96,78.06
jpy,2011-11-04,78.03,78.31,77.95,78.23
jpy,2011-11-03,78.08,78.16,77.86,78.04
jpy,2011-11-02,78.36,78.41,77.93,78.07
jpy,2011-11-01,78.46,78.46,77.98,78.36
jpy,2011-10-31,75.63,79.53,75.56,78.18
jpy,2011-10-28,75.96,76.0,75.65,75.81
jpy,2011-10-27,76.22,76.28,75.64,75.96
jpy,2011-10-26,76.08,76.32,75.7,76.26
jpy,2011-10-25,76.11,76.3,75.73,76.07
jpy,2011-10-24,76.21,76.47,75.96,76.11
jpy,2011-10-21,76.79,76.91,75.81,76.27
jpy,2011-10-20,76.83,77.09,76.65,76.82
jpy,2011-10-19,76.77,76.86,76.63,76.81
jpy,2011-10-18,76.83,76.9,76.61,76.78
jpy,2011-10-17,77.14,77.45,76.59,76.85
jpy,2011-10-14,76.86,77.45,76.81,77.21
